movie_id,title,review,rating
533535,Deadpool & Wolverine,Theres not much of a plot and the villains weren't that great. It was a good laugh though and amazing cameos and fight scenes.,6.0
533535,Deadpool & Wolverine,"Its story may not be the strongest, but the comedy makes <em>'Deadpool & Wolverine'</em> an excellent watch!

There are some top notch gags in there, particularly to do with the recent offscreen changes for Wade Wilson's alter ego. As you'd expect with Ryan Reynolds in this role, the jokes are plentiful and there is barely any time to react to one before another appears. That can sometimes not work as well as intended, e.g. <em>'Deadpool 2'</em>, but here the humour is executed perfectly.

Reynolds himself is quality, it is a quintessential Ryan Reynolds as Deadpool performance. It's real neat to see Hugh Jackman back as Wolverine, he does play second fiddle to the other titular character but still more than holds his own, as you'd expect. Emma Corrin, meanwhile, enters the MCU with a great showing.

As noted at the top, I do think the plot couldn't been superior - but not in a negative way. What is portrayed is still entertaining to watch, it's just not necessarily on the same level as the comedic elements. A fun watch, all the same. Do I like it more than the 2016 original? I think so, would only be minorly so though.",9.0
533535,Deadpool & Wolverine,"_Deadpool & Wolverine_ is the best the MCU has been since Guardians of the Galaxy Vol. 3. It’s two hours of comic book-driven fan service and delivers entertaining surprises, nostalgic throwbacks, memorable action sequences, and worthwhile performances.

**Full review:** https://bit.ly/WadeLogan",8.0
533535,Deadpool & Wolverine,"In moviemaking, sadly, there can be a problem with going to the well too many times, and this latest installment in one of filmdom’s better cinematic franchises verges on proving just that. This offering’s predecessors (2016, 2018) significantly distinguished themselves from the kind of fare typically found in the superhero genre with their outrageously bawdy humor, hilarious sight gags and relentlessly maverick attitude. This time out, however, director Shawn Levy’s latest effort is a decidedly hit or miss affair, with an often-incoherent script that feels like it was cobbled together from a collection of leftover parts, some of which work and some of which don’t. I suppose that’s not entirely surprising from a screenplay that was penned by four different writers, making me wonder how much consensus was in place in compiling the finished product. Moreover, this film appears to be intended to fold the Deadpool franchise into the X-Men franchise, an intriguing idea that, regrettably, is handled rather clumsily (as has often been the case with many other recent fusion offerings in the Marvel Universe). And, if all that weren’t bad enough, this release gives short shrift to the colorful cast of supporting players that made the Deadpool films so funny, original and enjoyable, relegating them to little more than cameos in favor of walk-ons by a host of other MCU characters (some of them remarkably obscure, I might add) in an attempt to help cement the franchise cross-pollination going on here. It makes for awkward storytelling at times, especially for viewers who might not be familiar with these lesser-known figures, some of which are drawn from Marvel source material unrelated to its big screen offerings. To the picture’s credit, it features yet another stellar turn by Ryan Reynolds as the off-color protagonist, as well as its share of hilarious bits (without a doubt the franchise’s historically strongest suit), including a number of unabashed, razor-sharp asides referencing off-screen developments related to the studios that produced these films and the actors who have appeared in them. These strengths notwithstanding, however, this is a production that has sadly watered down the elements that best made this franchise work in favor of an overarching programming agenda that simply doesn’t serve this film or the series particularly well. The creators would have served themselves and viewers better by sticking with what works and the basics of good storytelling than trying to force an issue for the sake of future productions that may or may not work over the long term. This has been a noticeable downfall in the quality of many of the most recent Marvel Universe releases, and I’d truly hate to see this franchise befall a similar fate.",6.0
533535,Deadpool & Wolverine,"Such a fun watch, maybe one of the best experiences I've had in a theater. I couldn't have asked for a better ending to 24 year old franchise.",10.0
533535,Deadpool & Wolverine,"Well the ""Deadpool"" concept is now well and truly immersed in the Marvel multi-verse and I really did fear for good old ""Dead"". More of the same? Well, no actually. Ryan Reynolds has reverted more to the occasionally quite vulgar humour of the first film (2016) and allowed this trequel to focus more on the personality of this irreverent, immortal, superhero as he tries to resurrect the recently departed ""Wolverine/Logan"" (Hugh Jackman) so he can save his timeline from erasure. To do that, and thwart the comically menacing ""Paradox"" (Matthew Macfadyen), he has to face down ""Cassandra Nova"" (Emma Corrin) - who happens to be the long estranged twin sister of ""Xavier"" who presides over the void. That's a ""Mad Max"" style desert style territory where all the undesirables have been put by ""Paradox"" and his organisation over the years. Initially, there's no love lost between our two heroes. The cocky man in red lycra does not impress his new, booze-soaked and guilt-ridden buddy, but quickly they manage to align their priorities and then - well yes, you can guess the rest. Indeed, there's nothing remotely unpredictable about any of this, but what it does do is shout loudly and proudly that it knows it. It's not trying to reinvent the wheel, it's succeeding in pointing out that all of these multi-verse films that simply adjust the space/time continuum to provide a new setting for the same old stories ad characters has to stop before we (the audience) bore further of their repetitive combat cycles and nondescript plot lines. Maybe Reynolds does over-egg the smuttiness a little but there are still plenty of wry comments about the industry, product placement and the plethora of films (and actors) that have preceded it delivering same old same old. It's not forgotten to entertain us too - there are loads of action scenes and there's an amiable chemistry between two actors who are clearly on the same, suitably sarcastic, page throughout a two hours that also features a some fun cameos from the likes of Messrs. Evans, Snipes, Cavill, Favreau and Tatum to keep it moving along with an effervescence of spirit. It's a big screen essential, there's a lot of effort gone into the production that won't work so well on the telly, and I enjoyed it.",7.0
533535,Deadpool & Wolverine,"Deadpool and Wolverine is a movie that I truly believe the Marvel Cinematic Universe (MCU) has needed for a while. After years of lackluster installments, this film is a breath of fresh air. Ryan Reynolds, Hugh Jackman, and director Shawn Levy approached this project with care and a deep understanding of what fans want. The film feels like it was crafted by fans for fans, particularly those who have been frustrated by the recent phases of the MCU.

Reynolds and Levy brought on a team of writers with a strong background in comedy and storytelling. This decision pays off, as the film’s humor and narrative are both sharp and engaging. For example, the meta vibe of Deadpool, familiar from the previous two films, is ramped up significantly. The movie spares no one, making jokes about everything from Hugh Jackman’s recent divorce to Ryan Reynolds' career. However, it’s the MCU that receives the most pointed and critical jokes, which will resonate with long-time fans.

The chemistry between Reynolds and Jackman is electric, bringing new life to both characters. Their dynamic is both hilarious and heartfelt, making for a compelling narrative. For instance, scenes where Deadpool and Wolverine banter while taking down enemies are filled with wit and energy, showcasing their unique bond. This camaraderie extends to the film’s supporting cast, with well-timed cameos and clever nods to previous Marvel movies.

The film's self-awareness and willingness to poke fun at its own franchise are refreshing. This level of meta-commentary sets the film apart from typical superhero fare.

Despite its comedic approach, the film doesn’t skimp on emotional depth. The storyline is carried by genuine heart, particularly in how it addresses themes of redemption and friendship. The climax is especially impactful, ranking among the greats in the franchise.

This isn't just a good sequel; it's a game-changer for the MCU. The film successfully integrates Deadpool into the broader Marvel Cinematic Universe while maintaining his unique tone and style. It sets the stage for future installments, promising exciting developments ahead. The way the film navigates these transitions feels seamless, ensuring that Deadpool’s irreverent humor doesn’t clash with the MCU’s established tone.

Overall, Deadpool and Wolverine is a standout entry in the MCU, offering a perfect blend of humor, action, and heart. Ryan Reynolds and Hugh Jackman deliver top-notch performances, supported by a smart script and deft direction from Shawn Levy. This film not only redeems past missteps in the franchise but also paves the way for a promising future. It’s a must-watch for any Marvel fan, filled with laughter, thrills, and touching moments that elevate it above many of its predecessors.",8.0
533535,Deadpool & Wolverine,"It feels a bit rushed... but then it was rushed.  It feels a bit neutered, but it's now Disney and they did muzzle it.

The thing is though... it's not woke, which is why you have articles criticizing it for ""Not Being Gay Enough"" and in 2024, that very literally translates to: ""They focused on a story and characters rather than a political agenda and we're mad about it."" Which, in turn, translates to ""Actually entertaining.""

It's amazing how articles complaining about a movie not being Gay enough can guarantee you that the movie is going to be good.

Only.... it's meh.  I mean, when you compare it to most of the movies this year it's pretty epic.  When you compare it to most of the post 2016 movies this is one of the greatest things ever made... but when you compare it to the other Deadpool movies it's rushed.

But... who cares, it literally doesn't have a point other than entertaining you, and that is really all that matters and all that I ask for.

Is it a cash grab? Yes, and I will GLADLY give them my money for another movie that just wants to entertain.  And if they make another movie that wants to entertain and not push an agenda, I will gladly give them MORE of my money... because at the end of the day, entertainment has been in a decade long drought brought to you by political lecturing and nerd domains have been intentionally attacking fans rather than making movies, like this, that make fans want to give them their money.

So when a movie like this comes along, it is a wonderful thing.",10.0
533535,Deadpool & Wolverine,"Satisfying and 100% fan-service. Hugh Jackman still is awesome as Wolverine and gives it his all, along with Ryan Reynolds, both showing passion for the characters. That said, much like Deadpool 2, I'm not sure if I have much desire to revisit anytime soon. **3.5/5**",7.0
533535,Deadpool & Wolverine,"I just watched Deadpool & Wolverine, and wow, it was an absolute blast! Ryan Reynolds and Hugh Jackman have incredible chemistry that makes the whole movie work. Deadpool's irreverent humor and Wolverine's gruff seriousness balance each other perfectly. The film is packed with hilarious jokes, epic action sequences, and so many Easter eggs that comic book fans will be thrilled.

The opening sequence had me hooked right away, with a mix of intense fighting and Deadpool's signature humor. The constant fourth-wall breaks were spot-on and kept the laughs coming. It's a fantastic tribute to both characters and their histories, with plenty of nods to past films and comics.

If you're a fan of either character, this movie is a must-see. It's not just a fun ride; it's a love letter to the fans. The pacing is perfect, and the two hours flew by. Whether you're a casual viewer or a hardcore fan, Deadpool & Wolverine delivers on all fronts. Don't miss it!",10.0
533535,Deadpool & Wolverine,"For devout Marvel fans only.

Here is a test for franchise films: Remove the IP and characters to see if the story, character development, etc. stands on its own without using the IP as a crutch.
If you remove the IP in this case, you have absolutely nothing.

If you've seen a lot of previous Marvel films in this universe, you will be treated with an abundance of fan service. Admittedly, I have not watched a lot of these films. I have, however, watched the first two Deadpool entries. I enjoyed them at the time, especially the first one.

In this third entry, you will find a lot of cameos which are absolutely pointless, except for people to chug memberberries, as they do absolutely nothing with these characters. It doesn't even properly show the backstory of Wolverine.
This film is an almost non-stop barrage of bickering and snarky jokes, but it's never given any time at all to breathe. The few moments where it actually tries to convey emotion, it never truly lands, as all it wants to do is tell jokes. Did I laugh here and there? Sure. But I can count it on one hand.

The villain and plot quite forgettable, and you never truly feel that something's at stake, as the threat is mainly conveyed as a progress bar on a screen...

Even though some people might marvel at Deadpool taking potshots at the MCU, Disney knows exactly what they're doing, and they will be laughing all the way to the bank. Corporate brand maintenance is all it is.",4.0
533535,Deadpool & Wolverine,the definition of fun,8.0
533535,Deadpool & Wolverine,"I went to see Deadpool & Wolverine last evening and boy did it feel refreshing to see Ryan Reynolds making all of these funny jokes on screen as Deadpool. There were a lot of mentions of Marvel, jokes about production companies & about production crew/cast (extras, etc). As someone who's passionate about this industry and is very active in the business, this film is a big success in my opinion. I loved that we got to see Jon Favreau as Happy Hogan in the intro of the film, just sad we didn't get a little Tony Stark (RDJ) appearance, but hey, it's not his movie after all (RIP Iron Man).",10.0
533535,Deadpool & Wolverine,"Finally, the moment I have been eagerly waiting for has arrived - the new film featuring Deadpool and Wolverine! I am thrilled to share my thoughts on this without revealing any spoilers, so brace yourself for a fairly tame review to keep the surprise intact for everyone.

Marvel is back in its element with this movie, as it takes a playful jab at itself. Deadpool boldly declares that the Multiverse is a mess and proposes putting an end to it - a refreshing take on the superhero genre.

The dance sequence is a hilarious throwback to the 90s, adding a touch of nostalgia and charm to the film. And yes, there is plenty of colorful language, including an abundance of the infamous F word - but then again, what else would you expect from Deadpool?

Prepare to be amazed by some incredible cameos that will leave you jumping out of your seat with excitement, especially if you have a soft spot for certain characters from the past. This movie is an absolute thrill ride that pays homage to the Fox universe and its beloved characters.

Without giving too much away, there is a surprising appearance by a fan-favorite character who never made it to the superhero league, and the moment is truly jaw-dropping. The storyline may seem chaotic, but that's all part of the Deadpool charm.

While the villain could have been utilized more effectively given their power, the relationship between Deadpool and Wolverine is beautifully portrayed. The film does a commendable job of explaining the backstory and the humor is on point, with Deadpool's witty jabs and references adding to the entertainment.

If you're a fan of Deadpool and his legacy, this movie is a must-watch that will blow your mind. Just be warned, there is a fair amount of profanity, so consider this if you're planning to bring along younger viewers. 

Overall, this movie was a blast and one of the most enjoyable Marvel experiences in recent memory. From the creative storytelling to the hilarious antics, it's a wild ride that you won't want to miss. And don't forget to stick around for the mid-credits and end-credits scenes for an extra dose of fun and closure to the film. Enjoy the laugh-filled ride!",9.0
533535,Deadpool & Wolverine,"Not funny as Deadpool 1 & 2, I was expecting something smashing due to the reviews I have read and people hype in social media. The fight scenes saved the movie.",7.0
533535,Deadpool & Wolverine,"I personally enjoyed it. It was a fresh splash of the recent flops of Marvel movies. The plot was a little disorganized, but overall great film. The nostalgia and love letter to Fox/pre MCU films was a nice touch.",
533535,Deadpool & Wolverine,"If you enjoyed any films from the early 2000's Fox Marvel Universe, you'll appreciate this film especially. Lots of call backs, and cameo's mixed with modern day references, and even some references to the actor's/actresses real lives. The dialogue is heavy with all of it, and it comes rapid fire, so listen close.
There's also a sh*t load of profanity and bloody violence, so be aware of that as well. As long as you're not too squeamish, it should be a great flick.",
533535,Deadpool & Wolverine,"I hate gore in big budget films. It looks so cartoonish and trashy. Or do I hate the gore in this film. Stuff's funny and whatever. Good team up. Too friggin' long, bub.",6.0
533535,Deadpool & Wolverine,"It was an entertaining watch but it felt too ""marvel"". Liked the first two much more.",6.0
533535,Deadpool & Wolverine,"**Deadpool & Wolverine: A Comic Book Dream Realized**

From the very beginning, _Deadpool & Wolverine_ bursts onto the screen with the chaotic energy and irreverent humor fans have come to expect from the Merc with a Mouth. This film feels like a love letter to comic book enthusiasts, seamlessly blending the zany, fourth-wall-breaking antics of Deadpool with the gritty, emotionally charged presence of Wolverine. The movie captures the essence of reading a comic book, where big, crazy choices and wild action sequences keep you at the edge of your seat. The introduction of variants and a plethora of cameos from beloved characters across the Marvel Universe only enhances this feeling, making it a true spectacle for long-time fans.

Hugh Jackman's portrayal of Wolverine is nothing short of iconic, and this film allows him to fully embrace the character in ways we’ve longed to see. The sight of Wolverine finally donning his classic costume and charging on all fours is a visual treat that elicited cheers from the audience. Jackman’s performance is a testament to his deep connection with the character, proving once again why he's considered one of the best actors of our time.

Ryan Reynolds' Deadpool is as quippy and meta as ever, and the film strikes a delicate balance between humor and heart. The emotional depth is surprising, particularly in scenes where _Deadpool and Wolverine_ share poignant moments. One standout is Deadpool's farewell to Wolverine, which is both a nod to the characters' shared history and a poignant reminder of their enduring bond.

The film's action sequences are top-tier, with choreography that respects each character's unique fighting style. The inclusion of characters like Elektra, Blade, and even a hilarious cameo from Gambit adds layers of excitement and nostalgia. Wesley Snipes' return as Blade, complete with his signature line, ""Some motherfuckers always trying to ice-skate uphill,"" received one of the loudest reactions from the audience.

The story navigates the complexities of timelines and multiverse mechanics with a wink and a nod, never bogging down in overly technical explanations. This approach keeps the focus on the characters and their journeys, making for a more engaging and enjoyable experience.

_Deadpool & Wolverine_ isn't just a comic book movie; it's a celebration of the Marvel Universe's rich history and a heartfelt send-off to characters we've grown to love over the years. Whether you're a die-hard fan or a casual viewer, this film is an emotional whirlwind that invokes nostalgia and opens your heart to the possibilities you imagined as a kid. It's a fitting tribute to Hugh Jackman's Wolverine and a testament to the enduring appeal of Ryan Reynolds' Deadpool. This movie is sure to be remembered as one of the best in the Marvel Cinematic Universe, a true comic book dream realized on the big screen.",8.0
533535,Deadpool & Wolverine,"*very disappointing MCU! one of the worst movies of 2024 for me, which only relies on nostalgia fan service, overly brutal gore and no plot point, and the plot is very messy*",2.0
533535,Deadpool & Wolverine,I appreciate Deadpool's character arc of being anti-pegging in the first one to pro-pegging in this one.,5.0
693134,Dune: Part Two,"FULL SPOILER-FREE REVIEW @ https://talkingfilms.net/dune-part-two-review-the-new-generational-epitome-of-sci-fi-epics/

""Dune: Part Two surpasses even the highest expectations, establishing itself as an unquestionable technical masterpiece of blockbuster filmmaking.

With a narrative that deepens the complex web of political relationships, power, faith, love, and destiny, it not only provides a breathtaking audiovisual spectacle, thanks to the genius of Denis Villeneuve, Greig Fraser, and Hans Zimmer, but it also offers a profound meditation on universal human themes through thematically rich world-building and thoroughly developed characters. The superb performances of the entire cast, led by a career-best Timothée Chalamet and a mesmerizing Zendaya, further elevate this incredibly immersive cinematic experience.

It warrants comparisons with the greatest sequels in history, easily becoming the new generational epitome of sci-fi epics.""

Rating: A+",10.0
693134,Dune: Part Two,"As anticipated, a thrilling watch!

I enjoyed <em>'Dune'</em>, though remember thinking it was obviously a complete set-up to a sequel and that this would only improve upon its predecessor - and that's very much the case. <em>'Dune: Part Two'</em> is excellent! My interest did wane slightly at roughly the middle part, as was similarly the case with the first film in truth, but that was a feeling that only lasted for a relativiely short time.

All in all, it's fantastic. The acting is top notch, the visuals are breathtaking <em>(those sandworms tho)</em> and the score is outstandingly hefty - you can always rely on the great Hans Zimmer! Timothée Chalamet stars yet again, as do the likes of Rebecca Ferguson, Zendaya, Dave Bautista & Co. The person I actually enjoyed most on screen was Javier Bardem, who is truly brilliant throughout. 

Bring on <em>'Dune Messiah'</em>! On that note, happy to read that director Denis Villeneuve has noted that he won't be rushing that one out - and rightly so!",9.0
693134,Dune: Part Two,"This is certainly a great looking film to see on a big screen with some really effective, almost industrially sounding, audio - but what happened to the story? It's wafer thin and really stretched out for 2¾ hours. We pick up with ""Paul"" (Timothée Chalamet) and his mother (Rebecca Ferguson) trying to convince the ""Fremen"" that they are worth the hassle. Fortunately, leader ""Stilgar"" (Javier Bardem) is convinced of the messianic state of the young refugee, whilst their own reverend mother is on her last legs which might give ""Jessica"" a chance to prove her own worth, and provide an opportunity to peddle some embellished mythology about her son's ascendant propheteering. All of this manoeuvring and politicking is having quite an impact on ""Chani"" (the under-used Zendaya) and on the relationship between her and the increasingly worshipped new Duke. Meantime, now fully reinvigorated and emerged from his bath of recuperative Guinness, the evil ""Baron Harkonnen"" (an almost Zeppelin-like Stellan Skarsgård) has recruited his lethal nephew ""Feyd-Rautha"" (Austin Butler) to get to grips with the rebellion on ""Arrakis"" that is bringing him into the gaze of an ill-satisfied emperor (Christopher Walken). Battle lines are drawn! Now whilst I did enjoy this, the rest of the film is a gloriously photographed but slowly paced hybrid of ""Khartoum"" (1966) and ""Lawrence of Arabia"" (1962) with a bit of the ""Phantom Menace"" (1999) thrown in for good measure. The acting is adequate but the characterisations are all too routinely sacrificed at the altar of the stunning visuals and from about an hour to go, I was convinced this this was but part two of three (or maybe even more). Walken and Charlotte Rampling feature all too sparingly to make much difference, indeed even Zendaya's warrior-like tendencies seem to have been neutered rather and I though that Chalamet just tried far too hard to imbue his character with a strength that he was far more successful with first time round. That said, it does work well enough as a classy and well produced sci-fi adventure with plenty of action and mysticism but I needed more meat on it's bones. I still get distinctly squeamish when I watch what they do with the water, let alone where they get it from!!",7.0
693134,Dune: Part Two,"An absolutely mesmerizing masterpiece, breathtaking cinematography and a spellbinding soundtrack that elevate the viewing experience to unparalleled heights. It serves as a testament to the brilliance of the book series, standing as the pinnacle of sci-fi cinema history. Thanks, Villeneuve!",9.0
693134,Dune: Part Two,Great but a little long. Sexier than LotR and no hair. Yell acting. Jabba bathes in black goo and kills women horribly. Walken is hilarious. Zendaya still an addict. Bridges is a bit self-serious. Amazing visuals. Really enjoyed...was glad and a bit bored by the end. Shorter Dunes please.,9.0
693134,Dune: Part Two,"Saw it on the bigger screen, which was worth it. The worms were quite large. The movie has a great way of passing across the grand scale of the world in a way that michael bay can never understand how to do with his robots movies.

It did stretch on quite a bit, looking back not even sure where all the three hours went. Its just all shaping up for the big battle with a bit of political intrigue here and there. Also, still have no idea how they get off the worms or how they load up large groups of people onto the worms, like, can they stop the worms whenever they want and let people climb on, and then giddy up, but if thats the case why dont they have stabled worms ready to go.",8.0
693134,Dune: Part Two,"I had to watch Dune part 1 because if I didn't, I would not have known what to expect in Dune part 2. The movie was incredible. To see it on the big screen really makes a difference. You need to see every angle possible. I understand why it needed to be that way. I loved the movie. I would watch Dune 1 and 2 over again. I didn't like the scene where Feyd-Rautha died. But it was necessry if they planned on doing a third installment for Dune. The casting for this film was picked brilliantly. It fit them like they were part of the era of Dune itself.",8.0
693134,Dune: Part Two,"**Not bad**

Overall, a nice movie.

But it was not something extraordinary. The acting and direction were pretty average. There were a lot of editing mistakes. In some scenes, you feel like it was rushed. Some scenes feel like they are missing context. Some scenes are unnecessarily slow-paced.

There were a lot of stupid and logical fallacies. First, they show how dangerous those 'worms' are and run for life. Then they show you can actually 'tame' them like a cowboy, but with immense difficulty. Then you see the whole clan with tents, food, luggage, etc., riding them for traveling. I literally couldn't hold my laughter.

Well, in the end, I was entertained.

Rating: 7/10",7.0
693134,Dune: Part Two,"I remember the first film, no not the first in this contemporary series but the first attempt to bring the books, to cinema. 

In terms of contextual cohesiveness and pacing I feel it did a better job, than its latter day counterpart. I believe with this effort they are going for sweeping epic but somehow it comes across as inexplicably pedestrian.

Yes cinematography is remarkable, as are CGI effects but the pacing is slow and things happen that don't come together all that well or give the sense that they are contributing, meaningfully, to the overall story. Acting is competent but again, its not remarkable, which I think is in part down to a lack of depth, in characterisations.

I know this review probably wont be popular or reflective of the mainstream but I sense they are trying to do too much and as a consequence, achieving too little.

In summary, visually compelling but lacking in a certain intensity and depth. Feels contextually spare and at times redundant, if that makes sense. Still worth a look if you liked the books.",7.0
693134,Dune: Part Two,"First of all, it just got dark when paul called out chani's rival princess :))
Funny though! The blue thing that they called they called WATER OF LIFE is just so mysterious,,it literally controls them i suppose! I literally enjoyed that part when chani slapped paul after being consious :))) also paul is a whole bloodline bearer ig while the harkonnens are just gay :.>
Also the war parts were amazing. waiting for next part!!!",9.0
